"id","type","data","needs_followup","needs_followup_by","followup_date","resolved","created_by_id","updated_by_id","unit_id","tenant_id","source_id","facility_id","created_at","updated_at","parent_event_id","related_object_id","related_object_type","uuid","status","important_task","resolved_on","created_by_type","updated_by_type","ledger_id","lead_id","support_case_id","attachment_id","action_item","ledger_delinquency_id","company_uuid","facility_uuid","tenant_uuid","ledger_uuid","unit_uuid","lead_uuid","related_object_uuid","client_application_id","payment_intent_id"
19835,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-04-15"", ""gate_access_code""=>""02151"", ""move_in_initiated_date""=>""2013-04-15""",false,,2014-02-01 00:42:08.560,true,,,5968,3561,,14,2013-04-15 10:00:00.000,2024-05-20 16:47:40.170,,,,c5330a76-dbd1-4d15-acc4-fcacc87fb5a7,,false,,,,5131,,,,,,,,,,,,,,
19836,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3561,,14,2014-02-01 00:42:08.937,2014-02-01 00:42:08.976,,5171,Invoice,"31028908-de67-49d8-9410-14657f94d006",,false,,,,,,,,,,,,,,,,,,
19837,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3561,,14,2014-02-01 00:42:09.126,2014-02-01 00:42:09.146,,5172,Invoice,"12b11dbd-1d38-48fb-ae74-bf68a3fbe5dc",,false,,,,,,,,,,,,,,,,,,
19838,NoteEvent,"",false,,,false,,,,3562,,14,2014-02-01 00:42:09.403,2014-04-08 03:13:26.605,,,,"0f449b13-9a7a-41b7-8bda-1af332283029",,false,,,,,,,,,,,,,,,,,,
19839,NoteEvent,"",false,,2014-02-06 21:14:58.031,false,,54,,3562,,14,2014-02-01 00:42:09.410,2014-04-08 03:13:26.627,,,,b9343e83-776c-4659-ac2b-f06ea819c0da,,false,,,,,,,,,,,,,,,,,,
19840,NoteEvent,"",false,,2014-02-06 21:15:01.339,false,,54,,3562,,14,2014-02-01 00:42:09.416,2014-04-08 03:13:26.648,,,,"3db4e619-eb1e-4ab1-b6f4-431c6faca27b",,false,,,,,,,,,,,,,,,,,,
19841,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-03-22"", ""gate_access_code""=>""08732"", ""move_in_initiated_date""=>""2013-03-22""",false,,2014-02-01 00:42:09.446,true,,,5969,3562,,14,2013-03-22 10:00:00.000,2024-05-20 16:47:40.170,,,,d9d73e8c-2ad9-4d5c-a52d-55adfa2ad5c0,,false,,,,5132,,,,,,,,,,,,,,
19842,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3562,,14,2014-02-01 00:42:09.811,2014-02-01 00:42:09.823,,5173,Invoice,"9aa51eb3-60ba-44ac-8454-dfc24ad76712",,false,,,,,,,,,,,,,,,,,,
19843,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3562,,14,2014-02-01 00:42:09.956,2014-02-01 00:42:09.967,,5174,Invoice,"40e59295-1a83-4b6a-ab62-fe5ff8fb7cc0",,false,,,,,,,,,,,,,,,,,,
19844,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3562,,14,2014-02-01 00:42:10.102,2014-02-01 00:42:10.117,,5175,Invoice,"33cdbf60-a58c-43ce-9c11-e5df8b008e88",,false,,,,,,,,,,,,,,,,,,
19845,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3562,,14,2014-02-01 00:42:10.371,2014-02-01 00:42:10.384,,5176,Invoice,"2c14b47d-ed31-40aa-a762-93dd59ee43ef",,false,,,,,,,,,,,,,,,,,,
19846,DelinquencyStageTenantEvent,"""invoice_id""=>""5174"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5293"", ""resolved_date""=>""2014-02-12""",false,,,true,,,,3562,,14,2014-02-01 00:42:10.448,2014-04-08 03:11:59.734,,23,DelinquencyStage,f44906a2-ad6e-4674-bd44-bda40272adff,removed,false,,,,5132,,,,,23780784,,,,,,,,,
19847,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5175""",false,,2014-02-01 00:42:10.446,true,,,,3562,,14,2014-02-01 00:42:10.455,2014-02-12 17:38:59.922,19846,28,DelinquencyStageAction,"3a4b33b0-7539-4804-8ffa-750f52b8a6d2",removed,false,,,,5132,,,,,23780784,,,,,,,,,
19848,GateLockoutDelinquencyTenantEvent,"",false,,2014-02-12 05:00:00.000,true,,,,3562,,14,2014-02-01 00:42:10.476,2014-02-12 17:39:00.070,19846,29,DelinquencyStageAction,"4ddfe50b-f96e-4d36-8c1c-065dd3c4546b",removed,false,,,,5132,,,,,23780784,,,,,,,,,
19849,OverlockDelinquencyTenantEvent,"",false,,2014-02-12 19:28:07.440,true,,40,5969,3562,,14,2014-02-01 00:42:10.517,2024-05-20 16:47:40.170,19846,30,DelinquencyStageAction,"7acfaa91-ead7-4ac1-bdfc-de2002a8f22b",overlock_removed,false,,,,5132,,,,,23780784,,,,,,,,,
19850,DelinquencyStageTenantEvent,"""invoice_id""=>""5174"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5293"", ""resolved_date""=>""2014-02-12""",false,,,true,,,,3562,,14,2014-02-01 00:42:10.570,2014-04-08 03:11:59.762,,24,DelinquencyStage,"3a590c72-0758-4ea9-935f-c5a57eba2a12",removed,false,,,,5132,,,,,23781043,,,,,,,,,
19851,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:22.224,true,,31,5969,3562,,14,2014-02-01 00:42:10.577,2024-05-20 16:47:40.170,19850,31,DelinquencyStageAction,b56b85ac-3296-4854-a633-7ddd68030b1c,letter_sent,false,,,,5132,,,,,23781043,,,,,,,,,
19852,DelinquencyStageTenantEvent,"""invoice_id""=>""5174"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5293"", ""resolved_date""=>""2014-02-12""",false,,,true,,,,3562,,14,2014-02-01 00:42:10.634,2014-04-08 03:11:59.792,,25,DelinquencyStage,"6bc7b9a0-cb39-47d1-a794-51fac2863fc5",removed,false,,,,5132,,,,,23781372,,,,,,,,,
19853,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5175""",false,,2014-02-01 00:42:10.632,true,,,,3562,,14,2014-02-01 00:42:10.640,2014-02-12 17:38:59.681,19852,32,DelinquencyStageAction,"51ee0dc5-b9d2-4608-82b5-11357ed02a68",removed,false,,,,5132,,,,,23781372,,,,,,,,,
19854,DelinquencyStageTenantEvent,"""invoice_id""=>""5174"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5293"", ""resolved_date""=>""2014-02-12""",false,,,true,,,,3562,,14,2014-02-01 00:42:10.696,2014-04-08 03:11:59.820,,26,DelinquencyStage,"29afe47c-0975-4a0b-860f-9445dc0341d7",removed,false,,,,5132,,,,,23781643,,,,,,,,,
19855,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:20.115,true,,31,5969,3562,,14,2014-02-01 00:42:10.702,2024-05-20 16:47:40.170,19854,33,DelinquencyStageAction,"258816f5-dc16-4b3f-87f5-7e352246b281",letter_sent,false,,,,5132,,,,,23781643,,,,,,,,,
19856,NoteEvent,"",false,,2014-02-06 21:20:37.028,false,,54,,3563,,14,2014-02-01 00:42:11.046,2014-04-08 03:13:26.672,,,,"4b48b911-effb-476c-98da-daf2bfcea15c",,false,,,,,,,,,,,,,,,,,,
19857,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2011-11-18"", ""gate_access_code""=>""03007"", ""move_in_initiated_date""=>""2011-11-18""",false,,2014-02-01 00:42:11.075,true,,,5970,3563,,14,2011-11-18 10:00:00.000,2024-05-20 16:47:40.170,,,,f9bc398d-76e8-464b-b86c-5b384c2a742f,,false,,,,5133,,,,,,,,,,,,,,
19858,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3563,,14,2014-02-01 00:42:11.466,2014-02-01 00:42:11.469,,5177,Invoice,"481f9a0d-47f4-4b82-8a4e-0fbc36661330",,false,,,,,,,,,,,,,,,,,,
19859,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3563,,14,2014-02-01 00:42:11.662,2014-02-01 00:42:11.692,,5178,Invoice,e876bf8c-88be-4d89-94dc-fca42bbdf406,,false,,,,,,,,,,,,,,,,,,
19860,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3563,,14,2014-02-01 00:42:12.058,2014-02-01 00:42:12.081,,5179,Invoice,"8db84d1d-706d-490b-af8e-341212fc14fd",,false,,,,,,,,,,,,,,,,,,
19861,NoteEvent,"",false,,,false,,,,3564,,14,2014-02-01 00:42:12.267,2014-04-08 03:13:26.692,,,,b4d530ab-1340-4e36-9893-7aedf7c35c8b,,false,,,,,,,,,,,,,,,,,,
19862,NoteEvent,"",false,,2014-02-06 21:25:43.578,false,,54,,3564,,14,2014-02-01 00:42:12.273,2014-04-08 03:13:26.713,,,,"861ddc36-6c2f-40ab-b87e-c3ae0f112432",,false,,,,,,,,,,,,,,,,,,
19863,NoteEvent,"",false,,2014-02-06 21:25:47.129,false,,54,,3564,,14,2014-02-01 00:42:12.279,2014-04-08 03:13:26.735,,,,"7111ac17-84b1-4a5e-945a-a1b911a5bd4f",,false,,,,,,,,,,,,,,,,,,
19864,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2010-01-23"", ""gate_access_code""=>""04215"", ""move_in_initiated_date""=>""2010-01-23""",false,,2014-02-01 00:42:12.307,true,,,5971,3564,,14,2010-01-23 10:00:00.000,2024-05-20 16:47:40.170,,,,"0174e270-0ff9-4c33-b9ed-276c68192c11",,false,,,,5134,,,,,,,,,,,,,,
19865,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3564,,14,2014-02-01 00:42:12.681,2014-02-01 00:42:12.678,,5180,Invoice,a19d631c-58bc-4ce1-85f6-7ebc3db32dbc,,false,,,,,,,,,,,,,,,,,,
19866,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3564,,14,2014-02-01 00:42:12.832,2014-02-01 00:42:12.865,,5181,Invoice,c4f72554-d40b-4704-b214-852c498cc0f0,,false,,,,,,,,,,,,,,,,,,
19867,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.083,2014-02-01 00:42:13.103,,5182,Invoice,"74aef579-5445-40aa-9938-a031c3de34f3",,false,,,,,,,,,,,,,,,,,,
19868,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.276,2014-02-01 00:42:13.275,,5183,Invoice,"6bee080f-a8fc-48e0-8a3d-62374a31bfc1",,false,,,,,,,,,,,,,,,,,,
19869,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-10-11"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-24""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.357,2014-07-24 16:53:15.181,,23,DelinquencyStage,aca9899b-553f-40ef-be0b-71dd606b96c0,removed,false,,,,5134,,,,,23783627,,,,,,,,,
19870,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5182""",false,,2014-02-01 00:42:13.355,true,,,,3564,,14,2014-02-01 00:42:13.364,2014-07-03 19:25:42.647,19869,28,DelinquencyStageAction,"3797b7ae-d603-4a4c-b625-3b77f0368f1f",removed,false,,,,5134,,,,,23783627,,,,,,,,,
19871,GateLockoutDelinquencyTenantEvent,"""last_action_date""=>""2014-07-03""",false,,2014-01-31 05:00:00.000,true,,,,3564,,14,2014-02-01 00:42:13.384,2014-07-03 19:25:42.606,19869,29,DelinquencyStageAction,"2b1f2c0a-f388-47f7-a2a0-7e33f0929f7e",removed,false,,,,5134,,,,,23783627,,,,,,,,,
19872,OverlockDelinquencyTenantEvent,"""last_action_date""=>""2014-07-24""",false,,2014-07-24 16:53:15.170,true,,40,5971,3564,,14,2014-02-01 00:42:13.424,2024-05-20 16:47:40.170,19869,30,DelinquencyStageAction,b0b7279d-8b3a-4521-a6ac-92fae5aee2cb,overlock_removed,false,,,,5134,,,,,23783627,,,,,,,,,
19873,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-10-16"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.479,2014-07-03 19:25:42.473,,24,DelinquencyStage,"5cdac877-97f0-449d-9c25-d42a73f97a0b",removed,false,,,,5134,,,,,23783901,,,,,,,,,
19874,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:50.596,true,,31,5971,3564,,14,2014-02-01 00:42:13.486,2024-05-20 16:47:40.170,19873,31,DelinquencyStageAction,"0e51ebd6-a76c-40d9-aa23-0742cf53cc4b",letter_sent,false,,,,5134,,,,,23783901,,,,,,,,,
19875,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-11-10"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.638,2014-07-03 19:25:42.374,,25,DelinquencyStage,"1c3cd7cf-7f2a-42ac-b6bd-f51750f93758",removed,false,,,,5134,,,,,23784183,,,,,,,,,
19876,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5182""",false,,2014-02-01 00:42:13.635,true,,,,3564,,14,2014-02-01 00:42:13.644,2014-07-03 19:25:42.335,19875,32,DelinquencyStageAction,c09d3ab4-eb71-42e4-a8c5-e3c26162f073,removed,false,,,,5134,,,,,23784183,,,,,,,,,
19877,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-11-15"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.700,2014-07-03 19:25:42.261,,26,DelinquencyStage,bdafd111-8283-4c80-bfc2-29c96937553b,removed,false,,,,5134,,,,,23784456,,,,,,,,,
19878,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:48.556,true,,31,5971,3564,,14,2014-02-01 00:42:13.706,2024-05-20 16:47:40.170,19877,33,DelinquencyStageAction,"01f51b28-c281-4727-bf1e-28e47b25a60d",letter_sent,false,,,,5134,,,,,23784456,,,,,,,,,
19879,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-12-10"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.763,2014-07-03 19:25:42.164,,27,DelinquencyStage,be3edc52-a9c5-41c1-a946-c6ab9988a7ed,removed,false,,,,5134,,,,,23784745,,,,,,,,,
19880,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5182""",false,,2014-02-01 00:42:13.761,true,,,,3564,,14,2014-02-01 00:42:13.769,2014-07-03 19:25:42.128,19879,34,DelinquencyStageAction,"83b35004-fd7f-4ccb-9e82-e640c36e4dc8",removed,false,,,,5134,,,,,23784745,,,,,,,,,
19881,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-12-15"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.823,2014-07-03 19:25:42.055,,28,DelinquencyStage,"1d43d322-93e3-4178-92ac-d38f5e5b9af7",removed,false,,,,5134,,,,,23784998,,,,,,,,,
19882,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:46.334,true,,31,5971,3564,,14,2014-02-01 00:42:13.829,2024-05-20 16:47:40.170,19881,35,DelinquencyStageAction,b8fcd5dd-98b4-41bf-893b-030e35b13732,letter_sent,false,,,,5134,,,,,23784998,,,,,,,,,
19883,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2013-12-30"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.879,2014-07-03 19:25:41.961,,29,DelinquencyStage,"2aa6810f-22bf-4d9b-bf36-289a95af776a",removed,false,,,,5134,,,,,23785262,,,,,,,,,
19884,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:43.569,true,,31,5971,3564,,14,2014-02-01 00:42:13.886,2024-05-20 16:47:40.170,19883,36,DelinquencyStageAction,"5a9478e0-2b36-4561-b70f-8880ebbe261a",letter_sent,false,,,,5134,,,,,23785262,,,,,,,,,
19885,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2014-01-14"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.937,2014-07-03 19:25:41.867,,30,DelinquencyStage,c133062f-b621-4223-bbd0-9c7a0708ead2,removed,false,,,,5134,,,,,23785580,,,,,,,,,
19886,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:53:40.642,true,,31,5971,3564,,14,2014-02-01 00:42:13.943,2024-05-20 16:47:40.170,19885,37,DelinquencyStageAction,a1241800-3d29-4f70-ad76-de2687e6eb57,letter_sent,false,,,,5134,,,,,23785580,,,,,,,,,
19887,DelinquencyStageTenantEvent,"""invoice_id""=>""5181"", ""applied_date""=>""2014-01-29"", ""line_item_id""=>""5300"", ""resolved_date""=>""2014-07-03""",false,,,true,,,,3564,,14,2014-02-01 00:42:13.995,2014-07-03 19:25:41.768,,31,DelinquencyStage,"0e35b198-8b7e-4a20-a022-94b4ac2d84fd",removed,false,,,,5134,,,,,23785970,,,,,,,,,
19888,CutLockDelinquencyTenantEvent,"",false,,2014-02-04 05:00:00.000,true,,31,5971,3564,,14,2014-02-01 00:42:14.001,2024-05-20 16:47:40.170,19887,38,DelinquencyStageAction,"8f701cba-1d21-4fe9-8c79-56f37de7fa53",lock_cut,false,,,,5134,,,,,23785970,,,,,,,,,
19889,NoteEvent,"",false,,2014-02-06 21:35:34.267,false,,54,,3565,,14,2014-02-01 00:42:14.382,2014-04-08 03:13:26.759,,,,"793065dc-4f24-4b32-a4d1-73926c61710c",,false,,,,,,,,,,,,,,,,,,
19890,NoteEvent,"",false,,2014-02-06 21:35:37.869,false,,54,,3565,,14,2014-02-01 00:42:14.388,2014-04-08 03:13:26.781,,,,c9153832-5ca1-4e08-81fa-9ab787b4d00d,,false,,,,,,,,,,,,,,,,,,
19891,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2007-04-16"", ""gate_access_code""=>""00981"", ""move_in_initiated_date""=>""2007-04-16""",false,,2014-02-01 00:42:14.416,true,,,5972,3565,,14,2007-04-16 10:00:00.000,2024-05-20 16:47:40.170,,,,"4dcec154-53b8-4e0b-b43f-a5622233ffa6",,false,,,,5135,,,,,,,,,,,,,,
19892,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3565,,14,2014-02-01 00:42:14.797,2014-02-01 00:42:14.809,,5184,Invoice,"2c0efa04-87c3-4c07-b5ed-5bd2ad05a38d",,false,,,,,,,,,,,,,,,,,,
19893,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3565,,14,2014-02-01 00:42:15.011,2014-02-01 00:42:15.031,,5185,Invoice,"46c2b612-76bb-44b1-b5a5-8cc80116f062",,false,,,,,,,,,,,,,,,,,,
19894,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3565,,14,2014-02-01 00:42:15.285,2014-02-01 00:42:15.300,,5186,Invoice,"3ba8536d-a2ee-4316-b281-628471e85b74",,false,,,,,,,,,,,,,,,,,,
19895,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3565,,14,2014-02-01 00:42:15.463,2014-02-01 00:42:15.475,,5187,Invoice,"3bdd57dc-177e-4b20-8ee9-c2e92f9bd5fa",,false,,,,,,,,,,,,,,,,,,
19896,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-09-11"", ""line_item_id""=>""5304"", ""resolved_date""=>""2014-07-09""",false,,,true,,,,3565,,14,2014-02-01 00:42:15.538,2014-07-10 00:45:01.876,,23,DelinquencyStage,"0f47f6dc-6bff-4697-8133-e7d7076d846c",removed,false,,,,5135,,,,,23796335,,,,,,,,,
19897,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5186""",false,,2014-02-01 00:42:15.536,true,,,,3565,,14,2014-02-01 00:42:15.544,2014-07-10 00:45:01.839,19896,28,DelinquencyStageAction,"23662209-fae5-4412-bb34-360d4f072ce7",removed,false,,,,5135,,,,,23796335,,,,,,,,,
19898,GateLockoutDelinquencyTenantEvent,"""last_action_date""=>""2014-07-09""",false,,2014-01-31 05:00:00.000,true,,,,3565,,14,2014-02-01 00:42:15.565,2014-07-10 00:45:01.799,19896,29,DelinquencyStageAction,"08ec438c-7c37-405e-a61a-0e3360410414",removed,false,,,,5135,,,,,23796335,,,,,,,,,
19899,OverlockDelinquencyTenantEvent,"""last_action_date""=>""2014-07-09""",false,,2014-02-01 00:42:16.531,true,,,5972,3565,,14,2014-02-01 00:42:15.605,2024-05-20 16:47:40.170,19896,30,DelinquencyStageAction,"5cc34734-2f9c-45a4-af44-78b00a34175a",overlock_removed,false,,,,5135,,,,,23796335,,,,,,,,,
19900,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-09-16"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:15.657,2014-04-08 03:12:00.264,,24,DelinquencyStage,"0a62f74e-55a3-405f-b5ce-d70e06fd76eb",applied,false,,,,5135,,,,,23796736,,,,,,,,,
19901,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:54:34.124,true,,31,5972,3565,,14,2014-02-01 00:42:15.663,2024-05-20 16:47:40.170,19900,31,DelinquencyStageAction,fc9ae21d-a053-4748-b690-417a1af24962,letter_sent,false,,,,5135,,,,,23796736,,,,,,,,,
19902,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-10-11"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:15.807,2014-04-08 03:12:00.292,,25,DelinquencyStage,"62e5255b-0878-46b7-a0f3-41de5697edd8",applied,false,,,,5135,,,,,23797114,,,,,,,,,
19903,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5186""",false,,2014-02-01 00:42:15.805,true,,,,3565,,14,2014-02-01 00:42:15.813,2014-02-01 00:42:16.471,19902,32,DelinquencyStageAction,cce2016e-ee2e-420f-937e-ab400b55377c,applied,false,,,,5135,,,,,23797114,,,,,,,,,
19904,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-10-16"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:15.869,2014-04-08 03:12:00.320,,26,DelinquencyStage,afc1841a-c4e5-4b48-938c-6aea87774909,applied,false,,,,5135,,,,,23797401,,,,,,,,,
19905,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:54:30.581,true,,31,5972,3565,,14,2014-02-01 00:42:15.875,2024-05-20 16:47:40.170,19904,33,DelinquencyStageAction,b1cbb9bb-5101-4bb0-8fd1-e9e0585d4619,letter_sent,false,,,,5135,,,,,23797401,,,,,,,,,
19906,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-11-10"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:15.935,2014-04-08 03:12:00.349,,27,DelinquencyStage,"857719b1-cedc-4d50-b099-186fb76184a3",applied,false,,,,5135,,,,,23797694,,,,,,,,,
19907,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5186""",false,,2014-02-01 00:42:15.933,true,,,,3565,,14,2014-02-01 00:42:15.941,2014-02-01 00:42:16.451,19906,34,DelinquencyStageAction,"9e4364cf-d6b1-4411-adfb-f1f08d26302e",applied,false,,,,5135,,,,,23797694,,,,,,,,,
19908,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-11-15"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:15.997,2014-04-08 03:12:00.377,,28,DelinquencyStage,"6f348dcb-94c7-48b4-a679-04e3efe33f1a",applied,false,,,,5135,,,,,23797984,,,,,,,,,
19909,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:54:27.544,true,,31,5972,3565,,14,2014-02-01 00:42:16.003,2024-05-20 16:47:40.170,19908,35,DelinquencyStageAction,"91b5f9cc-72d6-4ca3-a978-9de0abb37bab",letter_sent,false,,,,5135,,,,,23797984,,,,,,,,,
19910,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-11-30"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:16.056,2014-04-08 03:12:00.406,,29,DelinquencyStage,"2962ac92-daa2-497c-99b5-e2124ee1be61",applied,false,,,,5135,,,,,23798268,,,,,,,,,
19911,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:54:24.806,true,,31,5972,3565,,14,2014-02-01 00:42:16.063,2024-05-20 16:47:40.170,19910,36,DelinquencyStageAction,"5ef02825-5bd5-4d18-afe6-d6db9e1963b1",letter_sent,false,,,,5135,,,,,23798268,,,,,,,,,
19912,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-12-15"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:16.114,2014-04-08 03:12:00.434,,30,DelinquencyStage,"0bf98ebb-8b8a-4e62-84d3-335952fec45a",applied,false,,,,5135,,,,,23798550,,,,,,,,,
19913,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:54:19.720,true,,31,5972,3565,,14,2014-02-01 00:42:16.120,2024-05-20 16:47:40.170,19912,37,DelinquencyStageAction,c7a3752c-4c0e-45db-9a0c-705754aa20c9,letter_sent,false,,,,5135,,,,,23798550,,,,,,,,,
19914,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2013-12-30"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:16.171,2014-04-08 03:12:00.461,,31,DelinquencyStage,"8be6fcb2-adb8-489a-b963-0724a2968ced",applied,false,,,,5135,,,,,23798837,,,,,,,,,
19915,CutLockDelinquencyTenantEvent,"",false,,2014-02-04 05:00:00.000,true,,31,5972,3565,,14,2014-02-01 00:42:16.177,2024-05-20 16:47:40.170,19914,38,DelinquencyStageAction,b4f06d00-e52e-4eb7-86b1-22d0ca29dce2,lock_cut,false,,,,5135,,,,,23798837,,,,,,,,,
19916,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2014-01-14"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:16.228,2014-04-08 03:12:00.491,,32,DelinquencyStage,"3ae2e29e-9f55-456d-a77f-7bc656593d21",applied,false,,,,5135,,,,,23799151,,,,,,,,,
19917,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:54:14.126,true,,31,5972,3565,,14,2014-02-01 00:42:16.234,2024-05-20 16:47:40.170,19916,39,DelinquencyStageAction,c86d18c2-e0c9-44a6-a321-9d987e849f32,letter_sent,false,,,,5135,,,,,23799151,,,,,,,,,
19918,DelinquencyStageTenantEvent,"""invoice_id""=>""5185"", ""applied_date""=>""2014-01-29"", ""line_item_id""=>""5304""",false,,,false,,,,3565,,14,2014-02-01 00:42:16.377,2014-04-08 03:12:00.520,,33,DelinquencyStage,bd1ca1b5-1273-4fda-9bcc-7520c4c32d6f,applied,false,,,,5135,,,,,23799425,,,,,,,,,
