"id","type","data","needs_followup","needs_followup_by","followup_date","resolved","created_by_id","updated_by_id","unit_id","tenant_id","source_id","facility_id","created_at","updated_at","parent_event_id","related_object_id","related_object_type","uuid","status","important_task","resolved_on","created_by_type","updated_by_type","ledger_id","lead_id","support_case_id","attachment_id","action_item","ledger_delinquency_id","company_uuid","facility_uuid","tenant_uuid","ledger_uuid","unit_uuid","lead_uuid","related_object_uuid","client_application_id","payment_intent_id"
19626,MoveInUnitEvent,"""rate""=>""80.0"", ""move_in_date""=>""2011-01-22"", ""gate_access_code""=>""02378"", ""move_in_initiated_date""=>""2011-01-22""",false,,2014-02-01 00:41:44.569,true,,,5949,3544,,14,2011-01-22 10:00:00.000,2014-04-08 03:12:52.981,,,,"611e7a5c-842f-4876-a793-7bb690e6c056",,false,,,,5114,,,,,,,,,,,,,,
19627,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3544,,14,2014-02-01 00:41:45.427,2014-02-01 00:41:45.795,,5119,Invoice,dd9b8870-913e-4e52-9301-28def3c13a68,,false,,,,,,,,,,,,,,,,,,
19628,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3544,,14,2014-02-01 00:41:45.604,2014-02-01 00:41:45.858,,5120,Invoice,"23c39473-ff22-47b2-a5f9-3c166598464f",,false,,,,,,,,,,,,,,,,,,
19629,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3544,,14,2014-02-01 00:41:45.789,2014-02-01 00:41:45.809,,5121,Invoice,"3af8e266-9c57-4090-b87f-76e1d2a7e3ae",,false,,,,,,,,,,,,,,,,,,
19630,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3544,,14,2014-02-01 00:41:46.071,2014-02-01 00:41:46.160,,5122,Invoice,"3e070c01-1bd4-43a0-812c-6a034215f3ac",,false,,,,,,,,,,,,,,,,,,
19631,DelinquencyStageTenantEvent,"""invoice_id""=>""5120"", ""applied_date""=>""2014-02-19"", ""line_item_id""=>""5237"", ""resolved_date""=>""2014-03-13""",false,,,true,,,,3544,,14,2014-02-01 00:41:46.354,2014-04-08 03:11:57.877,,23,DelinquencyStage,f8030a6c-eab3-44a9-b9b3-4a490aee0321,removed,false,,,,5114,,,,,23598765,,,,,,,,,
19632,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5121""",false,,2014-02-01 00:41:46.291,true,,,,3544,,14,2014-02-01 00:41:46.368,2014-03-13 19:11:35.682,19631,28,DelinquencyStageAction,"327e9333-96e4-4a98-87d4-611783e3795d",removed,false,,,,5114,,,,,23598765,,,,,,,,,
19633,GateLockoutDelinquencyTenantEvent,"",false,,2014-03-13 04:00:00.000,true,,,,3544,,14,2014-02-01 00:41:46.485,2014-03-13 19:11:35.767,19631,29,DelinquencyStageAction,"8e02221d-27d3-4e3a-8469-33f8b0726db3",removed,false,,,,5114,,,,,23598765,,,,,,,,,
19634,OverlockDelinquencyTenantEvent,"",false,,2014-03-13 19:13:46.739,true,,40,5949,3544,,14,2014-02-01 00:41:46.557,2014-03-13 19:13:46.740,19631,30,DelinquencyStageAction,c9816208-f870-4424-8568-102d10c7199c,overlock_removed,false,,,,5114,,,,,23598765,,,,,,,,,
19635,DelinquencyStageTenantEvent,"""invoice_id""=>""5120"", ""applied_date""=>""2014-02-24"", ""line_item_id""=>""5237"", ""resolved_date""=>""2014-03-13""",false,,,true,,,,3544,,14,2014-02-01 00:41:46.656,2014-04-08 03:11:57.918,,24,DelinquencyStage,"65ce5380-bb44-4bc5-a2f7-4bf9ee547374",removed,false,,,,5114,,,,,23599027,,,,,,,,,
19636,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 14:42:22.757,true,,31,5949,3544,,14,2014-02-01 00:41:46.663,2014-02-04 14:42:22.758,19635,31,DelinquencyStageAction,"60ac5013-889f-4aee-b578-054c146f7e4d",letter_sent,false,,,,5114,,,,,23599027,,,,,,,,,
19637,DelinquencyStageTenantEvent,"""invoice_id""=>""5120"", ""applied_date""=>""2014-03-21"", ""line_item_id""=>""5237"", ""resolved_date""=>""2014-03-13""",false,,,true,,,,3544,,14,2014-02-01 00:41:46.804,2014-04-08 03:11:57.947,,25,DelinquencyStage,"8a9bb005-59c1-4e78-9694-64e0136c96aa",removed,false,,,,5114,,,,,23599221,,,,,,,,,
19638,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5121""",false,,2014-02-01 00:41:46.731,true,,,,3544,,14,2014-02-01 00:41:46.812,2014-03-13 19:11:36.035,19637,32,DelinquencyStageAction,e627a16a-6c49-45bd-89f0-63e097adab1c,removed,false,,,,5114,,,,,23599221,,,,,,,,,
19639,DelinquencyStageTenantEvent,"""invoice_id""=>""5120"", ""applied_date""=>""2014-03-26"", ""line_item_id""=>""5237"", ""resolved_date""=>""2014-03-13""",false,,,true,,,,3544,,14,2014-02-01 00:41:46.871,2014-04-08 03:11:57.975,,26,DelinquencyStage,"4c4422c0-0d13-496d-8abd-ac36fdefb0c8",removed,false,,,,5114,,,,,23599594,,,,,,,,,
19640,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 14:42:26.530,true,,31,5949,3544,,14,2014-02-01 00:41:46.878,2014-02-04 14:42:26.531,19639,33,DelinquencyStageAction,d7b46ba7-00e7-4e53-ae2e-579b1c88de9f,letter_sent,false,,,,5114,,,,,23599594,,,,,,,,,
19641,NoteEvent,"",false,,2014-02-06 17:24:20.685,false,,54,,3545,,14,2014-02-01 00:41:47.293,2014-04-08 03:13:26.078,,,,"9bc05b1f-0633-450d-98ed-c112f390deef",,false,,,,,,,,,,,,,,,,,,
19642,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-08-16"", ""gate_access_code""=>""01014"", ""move_in_initiated_date""=>""2013-08-16""",false,,2014-02-01 00:41:47.326,true,,,5951,3545,,14,2013-08-16 10:00:00.000,2024-05-20 16:47:40.170,,,,c6f91d22-5b7c-4601-8b99-f25f7ed8f860,,false,,,,5115,,,,,,,,,,,,,,
19643,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3545,,14,2014-02-01 00:41:47.698,2014-02-01 00:41:47.720,,5123,Invoice,"047917c8-6d56-4f86-9cfc-ce8dec8b1866",,false,,,,,,,,,,,,,,,,,,
19644,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3545,,14,2014-02-01 00:41:47.899,2014-02-01 00:41:47.898,,5124,Invoice,c80cbd0b-f045-4c95-8cd8-30ebcc9fbc82,,false,,,,,,,,,,,,,,,,,,
19645,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3545,,14,2014-02-01 00:41:48.374,2014-02-01 00:41:48.594,,5125,Invoice,fefda359-0380-4166-b7a5-69a96d2d2db5,,false,,,,,,,,,,,,,,,,,,
19646,NoteEvent,"",false,,2014-02-06 17:25:25.953,false,,54,,3546,,14,2014-02-01 00:41:48.641,2014-04-08 03:13:26.226,,,,"1f2dd7f0-3e69-4789-8096-885519178fe3",,false,,,,,,,,,,,,,,,,,,
19647,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2011-09-14"", ""gate_access_code""=>""01102"", ""move_in_initiated_date""=>""2011-09-14""",false,,2014-02-01 00:41:48.670,true,,,5952,3546,,14,2011-09-14 10:00:00.000,2024-05-20 16:47:40.170,,,,"49df528e-885b-4a5f-9af9-a559621e2577",,false,,,,5116,,,,,,,,,,,,,,
19648,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3546,,14,2014-02-01 00:41:48.948,2014-02-01 00:41:48.961,,5126,Invoice,"6113d985-040a-4ca0-b020-80748ed70c2f",,false,,,,,,,,,,,,,,,,,,
19649,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3546,,14,2014-02-01 00:41:49.174,2014-02-01 00:41:49.188,,5127,Invoice,de1520ba-ac3d-4516-bffe-ff467578e005,,false,,,,,,,,,,,,,,,,,,
19650,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3546,,14,2014-02-01 00:41:49.329,2014-02-01 00:41:49.346,,5128,Invoice,ea68b6ef-88db-4521-bd6f-48ebb924a5bb,,false,,,,,,,,,,,,,,,,,,
19651,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3546,,14,2014-02-01 00:41:49.508,2014-02-01 00:41:49.521,,5129,Invoice,a5e24569-6bf3-4e53-9426-30872f6a169b,,false,,,,,,,,,,,,,,,,,,
19652,DelinquencyStageTenantEvent,"""invoice_id""=>""5127"", ""applied_date""=>""2014-01-11"", ""line_item_id""=>""5244"", ""resolved_date""=>""2014-03-13""",false,,,true,,,,3546,,14,2014-02-01 00:41:49.582,2014-04-08 03:11:58.028,,23,DelinquencyStage,"23cbaa04-7286-4aff-acee-067fdfba9750",removed,false,,,,5116,,,,,23619417,,,,,,,,,
19653,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5128""",false,,2014-02-01 00:41:49.580,true,,,,3546,,14,2014-02-01 00:41:49.588,2014-03-13 15:48:46.319,19652,28,DelinquencyStageAction,"1ad5e27c-d74a-4416-9111-51061e7af738",removed,false,,,,5116,,,,,23619417,,,,,,,,,
19654,GateLockoutDelinquencyTenantEvent,"",false,,2014-03-13 04:00:00.000,true,,,,3546,,14,2014-02-01 00:41:49.609,2014-03-13 15:48:46.520,19652,29,DelinquencyStageAction,"82b0c984-9978-4f8e-834a-1021712931c7",removed,false,,,,5116,,,,,23619417,,,,,,,,,
19655,OverlockDelinquencyTenantEvent,"",false,,2014-03-13 16:14:45.287,true,,40,5952,3546,,14,2014-02-01 00:41:49.649,2024-05-20 16:47:40.170,19652,30,DelinquencyStageAction,b681c27f-16a6-49b9-8801-301e7cb06998,overlock_removed,false,,,,5116,,,,,23619417,,,,,,,,,
19656,DelinquencyStageTenantEvent,"""invoice_id""=>""5127"", ""applied_date""=>""2014-01-16"", ""line_item_id""=>""5244"", ""resolved_date""=>""2014-03-13""",false,,,true,,,,3546,,14,2014-02-01 00:41:49.780,2014-04-08 03:11:58.058,,24,DelinquencyStage,fbce76fe-9e81-4bd2-9720-b26924aa56fe,removed,false,,,,5116,,,,,23619633,,,,,,,,,
19657,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:50:18.482,true,,31,5952,3546,,14,2014-02-01 00:41:49.787,2024-05-20 16:47:40.170,19656,31,DelinquencyStageAction,"171b5b37-08a7-49ec-87c6-887fd51a51b7",letter_sent,false,,,,5116,,,,,23619633,,,,,,,,,
19658,NoteEvent,"",false,,2014-02-06 17:32:57.156,false,,54,,3547,,14,2014-02-01 00:41:50.136,2014-04-08 03:13:26.248,,,,"99511605-957b-4e3d-a1b6-71fef7699f3b",,false,,,,,,,,,,,,,,,,,,
19659,NoteEvent,"",false,,2014-02-06 17:33:02.808,false,,54,,3547,,14,2014-02-01 00:41:50.143,2014-04-08 03:13:26.271,,,,"391c026c-d1e1-4961-9071-2c40a2841fad",,false,,,,,,,,,,,,,,,,,,
19660,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2010-12-13"", ""gate_access_code""=>""01317"", ""move_in_initiated_date""=>""2010-12-13""",false,,2014-02-01 00:41:50.173,true,,,5953,3547,,14,2010-12-13 10:00:00.000,2024-05-20 16:47:40.170,,,,"6b579931-3f97-4577-8a73-2385d3438fea",,false,,,,5117,,,,,,,,,,,,,,
19661,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3547,,14,2014-02-01 00:41:50.465,2014-02-01 00:41:50.489,,5130,Invoice,dad12d6d-ebc9-418b-8fdf-4c18e4d3bc44,,false,,,,,,,,,,,,,,,,,,
19662,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3547,,14,2014-02-01 00:41:50.654,2014-02-01 00:41:50.732,,5131,Invoice,"73524435-cd40-4db9-998e-ef518e8a303d",,false,,,,,,,,,,,,,,,,,,
19663,NoteEvent,"",false,,2014-02-06 20:24:42.342,false,,54,,3548,,14,2014-02-01 00:41:50.910,2014-04-08 03:13:26.294,,,,"017b0a34-4a00-4590-9fad-71ab00fa26f2",,false,,,,,,,,,,,,,,,,,,
19664,NoteEvent,"",false,,,false,,,,3548,,14,2014-02-01 00:41:50.916,2014-04-08 03:13:26.314,,,,"56d2d353-5cdf-4742-8835-15e79772d6da",,false,,,,,,,,,,,,,,,,,,
19665,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-10-11"", ""gate_access_code""=>""08585"", ""move_in_initiated_date""=>""2013-10-11""",false,,2014-02-01 00:41:50.951,true,,,5954,3548,,14,2013-10-11 10:00:00.000,2024-05-20 16:47:40.170,,,,f1a99025-8c7e-4011-92ea-fecfcb38b928,,false,,,,5118,,,,,,,,,,,,,,
19666,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3548,,14,2014-02-01 00:41:51.329,2014-02-01 00:41:51.365,,5132,Invoice,f7ef5b8a-f62e-46d1-91fb-f1362f4be2fb,,false,,,,,,,,,,,,,,,,,,
19667,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3548,,14,2014-02-01 00:41:51.483,2014-02-01 00:41:51.506,,5133,Invoice,bd411f17-2fa9-409c-95ba-a58ec37d30b9,,false,,,,,,,,,,,,,,,,,,
19668,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3548,,14,2014-02-01 00:41:51.645,2014-02-01 00:41:51.645,,5134,Invoice,"25fa7aa1-8d54-42e3-90f2-0bb21b7dfc2c",,false,,,,,,,,,,,,,,,,,,
19669,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3548,,14,2014-02-01 00:41:51.945,2014-02-01 00:41:51.978,,5135,Invoice,e94690f4-815d-4946-8c57-931bb41abde1,,false,,,,,,,,,,,,,,,,,,
19670,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.033,2014-04-08 03:11:58.111,,23,DelinquencyStage,"946e996c-714b-4c26-894f-2e8957d9283f",removed,false,,,,5118,,,,,23709460,,,,,,,,,
19671,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5134""",false,,2014-02-01 00:41:52.031,true,,,,3548,,14,2014-02-01 00:41:52.039,2014-02-15 15:02:22.552,19670,28,DelinquencyStageAction,d94dea24-399c-47ba-8452-7a16220a7fb7,removed,false,,,,5118,,,,,23709460,,,,,,,,,
19672,GateLockoutDelinquencyTenantEvent,"",false,,2014-02-15 05:00:00.000,true,,,,3548,,14,2014-02-01 00:41:52.060,2014-02-15 15:02:22.657,19670,29,DelinquencyStageAction,b590218f-8844-4fe2-aa69-5bdfab9d66c2,removed,false,,,,5118,,,,,23709460,,,,,,,,,
19673,OverlockDelinquencyTenantEvent,"",false,,2014-02-15 15:03:58.871,true,,40,5954,3548,,14,2014-02-01 00:41:52.100,2024-05-20 16:47:40.170,19670,30,DelinquencyStageAction,"1fdbaa8a-7177-47b8-9142-da6aaf4a392f",overlock_removed,false,,,,5118,,,,,23709460,,,,,,,,,
19674,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.156,2014-04-08 03:11:58.139,,24,DelinquencyStage,d3026152-fa87-44bb-8386-61977085d5b0,removed,false,,,,5118,,,,,23709730,,,,,,,,,
19675,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:50:38.444,true,,31,5954,3548,,14,2014-02-01 00:41:52.162,2024-05-20 16:47:40.170,19674,31,DelinquencyStageAction,"007a745f-e13f-431c-ad19-43edc9e93c9a",letter_sent,false,,,,5118,,,,,23709730,,,,,,,,,
19676,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.219,2014-04-08 03:11:58.168,,25,DelinquencyStage,"205ba38d-8be2-4397-8681-c49896564e17",removed,false,,,,5118,,,,,23709989,,,,,,,,,
19677,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5134""",false,,2014-02-01 00:41:52.217,true,,,,3548,,14,2014-02-01 00:41:52.225,2014-02-15 15:02:22.288,19676,32,DelinquencyStageAction,"47b75e17-b56b-453e-9d87-369a541e29c1",removed,false,,,,5118,,,,,23709989,,,,,,,,,
19678,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.279,2014-04-08 03:11:58.197,,26,DelinquencyStage,"324b0be0-8bc7-4f36-a8d3-69ee593b5e8c",removed,false,,,,5118,,,,,23710311,,,,,,,,,
19679,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:50:35.206,true,,31,5954,3548,,14,2014-02-01 00:41:52.286,2024-05-20 16:47:40.170,19678,33,DelinquencyStageAction,"7c692821-fe2b-45fe-84bd-08edab69c46e",letter_sent,false,,,,5118,,,,,23710311,,,,,,,,,
19680,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.344,2014-04-08 03:11:58.225,,27,DelinquencyStage,"6f5d6719-1eec-4749-a5ca-f977d9499aaf",removed,false,,,,5118,,,,,23710594,,,,,,,,,
19681,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5134""",false,,2014-02-01 00:41:52.342,true,,,,3548,,14,2014-02-01 00:41:52.351,2014-02-15 15:02:22.125,19680,34,DelinquencyStageAction,ed76250b-66a4-4d58-9501-2723b2085a09,removed,false,,,,5118,,,,,23710594,,,,,,,,,
19682,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.491,2014-04-08 03:11:58.254,,28,DelinquencyStage,"2e1af5e1-2bcd-40fc-b9cb-d5d521b8fb41",removed,false,,,,5118,,,,,23710825,,,,,,,,,
19683,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:50:32.883,true,,31,5954,3548,,14,2014-02-01 00:41:52.498,2024-05-20 16:47:40.170,19682,35,DelinquencyStageAction,dc30b88c-70df-4679-bc07-2dacd5296ac4,letter_sent,false,,,,5118,,,,,23710825,,,,,,,,,
19684,DelinquencyStageTenantEvent,"""invoice_id""=>""5133"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5250"", ""resolved_date""=>""2014-02-15""",false,,,true,,,,3548,,14,2014-02-01 00:41:52.550,2014-04-08 03:11:58.283,,29,DelinquencyStage,a555c30f-1784-479a-9388-a57ee2d0811a,removed,false,,,,5118,,,,,23711117,,,,,,,,,
19685,PrintMailDelinquencyTenantEvent,"",false,,2014-02-04 16:50:30.218,true,,31,5954,3548,,14,2014-02-01 00:41:52.556,2024-05-20 16:47:40.170,19684,36,DelinquencyStageAction,"3985aad4-7081-496a-9bc4-f3a686911745",letter_sent,false,,,,5118,,,,,23711117,,,,,,,,,
19686,NoteEvent,"",false,,2014-02-06 20:28:58.883,false,,54,,3549,,14,2014-02-01 00:41:52.786,2014-04-08 03:13:26.337,,,,"6254d0a2-28ae-4cf8-bd0d-2278b6f216cf",,false,,,,,,,,,,,,,,,,,,
19687,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-01-19"", ""gate_access_code""=>""05131"", ""move_in_initiated_date""=>""2013-01-19""",false,,2014-02-01 00:41:52.814,true,,,5955,3549,,14,2013-01-19 10:00:00.000,2024-05-20 16:47:40.170,,,,d32d927f-4f6d-40c3-bef2-f0231b67d23f,,false,,,,5119,,,,,,,,,,,,,,
19688,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3549,,14,2014-02-01 00:41:53.183,2014-02-01 00:41:53.197,,5136,Invoice,b9493ec8-cab6-4b98-af65-454bd886c689,,false,,,,,,,,,,,,,,,,,,
19689,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3549,,14,2014-02-01 00:41:53.355,2014-02-01 00:41:53.368,,5137,Invoice,"0ba12347-94d6-4d17-b245-b74abaf662c3",,false,,,,,,,,,,,,,,,,,,
19690,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2011-02-21"", ""gate_access_code""=>""01945"", ""move_in_initiated_date""=>""2011-02-21""",false,,2014-02-01 00:41:53.614,true,,,5956,3550,,14,2011-02-21 10:00:00.000,2024-05-20 16:47:40.170,,,,"004be564-817f-4535-9685-f1d1a98329c5",,false,,,,5120,,,,,,,,,,,,,,
19691,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3550,,14,2014-02-01 00:41:53.904,2014-02-01 00:41:53.901,,5138,Invoice,"101a7ac9-1360-4fc6-891c-159b04b006f9",,false,,,,,,,,,,,,,,,,,,
19692,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3550,,14,2014-02-01 00:41:54.171,2014-02-01 00:41:54.190,,5139,Invoice,"3fb0f9f2-39a3-43aa-a51d-37bcf95175d5",,false,,,,,,,,,,,,,,,,,,
19693,NoteEvent,"",false,,2014-02-06 20:29:57.345,false,,54,,3551,,14,2014-02-01 00:41:54.316,2014-04-08 03:13:26.359,,,,b3ce7d46-bd5e-4856-86be-f247d9857dea,,false,,,,,,,,,,,,,,,,,,
19694,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-07-30"", ""gate_access_code""=>""08686"", ""move_in_initiated_date""=>""2013-07-30""",false,,2014-02-01 00:41:54.344,true,,,5957,3551,,14,2013-07-30 10:00:00.000,2024-05-20 16:47:40.170,,,,f0706d0f-db6b-4834-81de-efd2823c5588,,false,,,,5121,,,,,,,,,,,,,,
19695,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3551,,14,2014-02-01 00:41:54.714,2014-02-01 00:41:54.747,,5140,Invoice,"77202876-b602-4444-a9c2-eabe8e935a77",,false,,,,,,,,,,,,,,,,,,
19696,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3551,,14,2014-02-01 00:41:54.895,2014-02-01 00:41:54.892,,5141,Invoice,"5133dbf0-be6d-4b1d-b848-4ddbbb756c2e",,false,,,,,,,,,,,,,,,,,,
19697,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3551,,14,2014-02-01 00:41:55.325,2014-02-01 00:41:55.342,,5142,Invoice,f3b3380d-529e-4bcf-b329-fa5964ca04b4,,false,,,,,,,,,,,,,,,,,,
19698,NoteEvent,"",false,,2014-02-06 20:35:35.446,false,,54,,3552,,14,2014-02-01 00:41:55.502,2014-04-08 03:13:26.382,,,,"7269d82b-dcbd-432d-9aa4-f865b372fa3d",,false,,,,,,,,,,,,,,,,,,
19699,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2012-01-30"", ""gate_access_code""=>""08001"", ""move_in_initiated_date""=>""2012-01-30""",false,,2014-02-01 00:41:55.533,true,,,5958,3552,,14,2012-01-30 10:00:00.000,2024-05-20 16:47:40.170,,,,d972196e-a61b-41d1-8bc4-e72a4da67ff7,,false,,,,5122,,,,,,,,,,,,,,
19700,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3552,,14,2014-02-01 00:41:55.891,2014-02-01 00:41:55.903,,5143,Invoice,"65170ab0-487f-4103-bd58-0191cceaa466",,false,,,,,,,,,,,,,,,,,,
19701,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3552,,14,2014-02-01 00:41:56.061,2014-02-01 00:41:56.073,,5144,Invoice,b4c3b863-cbb4-42e6-9f3e-8482434fc695,,false,,,,,,,,,,,,,,,,,,
19702,NoteEvent,"",false,,2014-02-06 20:36:58.053,false,,54,,3553,,14,2014-02-01 00:41:56.322,2014-04-08 03:13:26.403,,,,"7e31e08e-6383-40fb-9350-3d54f4a3bb43",,false,,,,,,,,,,,,,,,,,,
19703,MoveInUnitEvent,"""rate""=>""40.0"", ""move_in_date""=>""2013-01-16"", ""gate_access_code""=>""04493"", ""move_in_initiated_date""=>""2013-01-16""",false,,2014-02-01 00:41:56.353,true,,,5959,3553,,14,2013-01-16 10:00:00.000,2024-05-20 16:47:40.170,,,,"400d5e44-8bdb-431c-a76e-3edb526d61ba",,false,,,,5123,,,,,,,,,,,,,,
19704,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3553,,14,2014-02-01 00:41:56.645,2014-02-01 00:41:56.657,,5145,Invoice,b2936c2f-47e8-404c-9b00-e008073b5947,,false,,,,,,,,,,,,,,,,,,
19705,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3553,,14,2014-02-01 00:41:56.872,2014-02-01 00:41:56.884,,5146,Invoice,"818678c1-9538-4ac6-8d43-bbdaeb667af9",,false,,,,,,,,,,,,,,,,,,
19706,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3553,,14,2014-02-01 00:41:57.022,2014-02-01 00:41:57.038,,5147,Invoice,dc7e946a-ee40-4e14-a6a1-e01924ef2d05,,false,,,,,,,,,,,,,,,,,,
19707,InvoiceSentTenantEvent,"""invoice_sent""=>""true""",false,,,true,,,,3553,,14,2014-02-01 00:41:57.200,2014-02-01 00:41:57.212,,5148,Invoice,f8b27f95-99bf-4d5f-967b-ffcc53e16897,,false,,,,,,,,,,,,,,,,,,
19708,DelinquencyStageTenantEvent,"""invoice_id""=>""5146"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5263"", ""resolved_date""=>""2014-02-12""",false,,,true,,,,3553,,14,2014-02-01 00:41:57.272,2014-04-08 03:11:58.339,,23,DelinquencyStage,d140220e-cb64-4d93-82fd-e3f90986af7c,removed,false,,,,5123,,,,,23744617,,,,,,,,,
19709,AddFeeDelinquencyTenantEvent,"""fee_invoice_id""=>""5147""",false,,2014-02-01 00:41:57.270,true,,,,3553,,14,2014-02-01 00:41:57.278,2014-02-07 15:46:11.837,19708,28,DelinquencyStageAction,d6a72bff-7d4a-43d0-bc87-aeee4576573f,removed,false,,,,5123,,,,,23744617,,,,,,,,,
19710,GateLockoutDelinquencyTenantEvent,"",false,,2014-02-07 05:00:00.000,true,,,,3553,,14,2014-02-01 00:41:57.298,2014-02-07 15:46:11.875,19708,29,DelinquencyStageAction,"77a0a45c-3793-4f71-a10d-be0b854c7c53",removed,false,,,,5123,,,,,23744617,,,,,,,,,
19711,OverlockDelinquencyTenantEvent,"",false,,2014-02-12 19:27:17.530,true,,40,5959,3553,,14,2014-02-01 00:41:57.418,2024-05-20 16:47:40.170,19708,30,DelinquencyStageAction,"4b78f373-1c97-41c9-80ee-bd62e90149c1",overlock_removed,false,,,,5123,,,,,23744617,,,,,,,,,
19712,DelinquencyStageTenantEvent,"""invoice_id""=>""5146"", ""applied_date""=>""2014-01-31"", ""line_item_id""=>""5263"", ""resolved_date""=>""2014-02-07""",false,,,true,,,,3553,,14,2014-02-01 00:41:57.472,2014-04-08 03:11:58.368,,24,DelinquencyStage,"8879499a-9d7a-4f64-8978-5322e528c332",removed,false,,,,5123,,,,,23745087,,,,,,,,,
